imagen,rotacion,traslacion
0245.jpg,"[[ 0.53289508  0.35944227 -0.76604444  0.        ]
 [-0.82233072  0.43340683 -0.36868783  0.        ]
 [ 0.1994869   0.82641381  0.52654078  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -890]
 [   0    1    0   83]
 [   0    0    1 3433]
 [   0    0    0    1]]"
0246.jpg,"[[ 0.93847082 -0.11522973 -0.32556815  0.        ]
 [ 0.09324196  0.99222727 -0.08240737  0.        ]
 [ 0.33253338  0.0469803   0.94192059  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -438]
 [   0    1    0  530]
 [   0    0    1 3712]
 [   0    0    0    1]]"
0247.jpg,"[[ 0.97755174  0.20778504  0.0348995   0.        ]
 [-0.18989138  0.79708973  0.57322703  0.        ]
 [ 0.09128997 -0.56698619  0.81865304  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1234]
 [    0     1     0  -139]
 [    0     0     1  3727]
 [    0     0     0     1]]"
0248.jpg,"[[ 0.39117819 -0.41948725  0.81915204  0.        ]
 [ 0.91763306  0.24568422 -0.31239212  0.        ]
 [-0.07020822  0.87388198  0.48104168  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   -4]
 [   0    1    0 -413]
 [   0    0    1 4110]
 [   0    0    0    1]]"
0249.jpg,"[[ 0.3545852  -0.56745494 -0.74314483  0.        ]
 [ 0.88456642  0.46114012  0.06994319  0.        ]
 [ 0.30300428 -0.68216178  0.66546504  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  556]
 [   0    1    0  207]
 [   0    0    1 3918]
 [   0    0    0    1]]"
0250.jpg,"[[ 0.46679021  0.80850437  0.35836795  0.        ]
 [-0.48567023  0.57300804 -0.66014105  0.        ]
 [-0.73907464  0.13409874  0.66014105  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -462]
 [   0    1    0  389]
 [   0    0    1 3043]
 [   0    0    0    1]]"
0251.jpg,"[[ 0.56235235 -0.64691237 -0.51503807  0.        ]
 [ 0.42441307  0.76036365 -0.49165097  0.        ]
 [ 0.70967132  0.05789218  0.70215035  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  680]
 [   0    1    0 -136]
 [   0    0    1 4426]
 [   0    0    0    1]]"
0252.jpg,"[[ 0.26526422  0.4414738  -0.8571673   0.        ]
 [-0.60349772  0.76935466  0.20948486  0.        ]
 [ 0.75194773  0.46172968  0.47051069  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1129]
 [    0     1     0   539]
 [    0     0     1  4956]
 [    0     0     0     1]]"
0253.jpg,"[[ 0.42321234 -0.31891337 -0.8480481   0.        ]
 [ 0.55310428  0.83229155 -0.0369653   0.        ]
 [ 0.71761199 -0.45341486  0.52862841  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -741]
 [   0    1    0 -249]
 [   0    0    1 2036]
 [   0    0    0    1]]"
0254.jpg,"[[ 0.87666956  0.30186154 -0.37460659  0.        ]
 [-0.28676094  0.95308721  0.0969171   0.        ]
 [ 0.3862883   0.02245826  0.92210464  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  599]
 [   0    1    0  287]
 [   0    0    1 2023]
 [   0    0    0    1]]"
0255.jpg,"[[ 0.59635972  0.57589789  0.5591929   0.        ]
 [-0.7385024   0.66663804  0.10103426  0.        ]
 [-0.31459384 -0.47321807  0.82285805  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  682]
 [   0    1    0 -150]
 [   0    0    1 2068]
 [   0    0    0    1]]"
0256.jpg,"[[ 0.3933051  -0.54133803 -0.74314483  0.        ]
 [ 0.49581273  0.80556425 -0.32440096  0.        ]
 [ 0.77426148 -0.24087211  0.58523481  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  203]
 [   0    1    0  219]
 [   0    0    1 2025]
 [   0    0    0    1]]"
0257.jpg,"[[ 0.43898918 -0.48754687 -0.75470958  0.        ]
 [ 0.8554705  -0.03000461  0.51698157  0.        ]
 [-0.27469751 -0.8725811   0.40391027  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  612]
 [   0    1    0  196]
 [   0    0    1 3615]
 [   0    0    0    1]]"
0258.jpg,"[[ 0.4414738  -0.26526422 -0.8571673   0.        ]
 [ 0.55278533  0.83288763  0.02695501  0.        ]
 [ 0.70677384 -0.48572944  0.51433223  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1208]
 [    0     1     0  -381]
 [    0     0     1  4079]
 [    0     0     0     1]]"
0259.jpg,"[[ 0.61788711 -0.73636918  0.27563736  0.        ]
 [ 0.4838277   0.63242109  0.60494159  0.        ]
 [-0.61977922 -0.24042462  0.74704064  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  995]
 [   0    1    0   -7]
 [   0    0    1 3381]
 [   0    0    0    1]]"
0260.jpg,"[[ 0.45239656  0.67070549  0.58778525  0.        ]
 [-0.78468266 -0.01384817  0.61974297  0.        ]
 [ 0.42380476 -0.74159449  0.5200261   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  119]
 [   0    1    0 -221]
 [   0    0    1 3190]
 [   0    0    0    1]]"
0261.jpg,"[[ 0.52829789  0.72713966 -0.43837115  0.        ]
 [-0.41594836  0.67174944  0.61297607  0.        ]
 [ 0.74019478 -0.1414942   0.65733635  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1273]
 [    0     1     0   610]
 [    0     0     1  4943]
 [    0     0     0     1]]"
0262.jpg,"[[ 0.4631811   0.63751409  0.61566148  0.        ]
 [-0.88421044  0.2851489   0.36994864  0.        ]
 [ 0.06029228 -0.71572752  0.6957722   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -907]
 [   0    1    0  485]
 [   0    0    1 2939]
 [   0    0    0    1]]"
0263.jpg,"[[ 0.68189554  0.13254707 -0.7193398   0.        ]
 [ 0.37539567  0.78062961  0.49969541  0.        ]
 [ 0.62777111 -0.61077712  0.48255025  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  437]
 [   0    1    0  352]
 [   0    0    1 4585]
 [   0    0    0    1]]"
0264.jpg,"[[ 0.36140407 -0.57836741  0.7313537   0.        ]
 [ 0.91661631  0.36413285 -0.16499034  0.        ]
 [-0.17088487  0.72999891  0.66174009  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   54]
 [   0    1    0   22]
 [   0    0    1 4910]
 [   0    0    0    1]]"
0265.jpg,"[[ 0.8236391   0.26761657 -0.5         0.        ]
 [-0.23082347  0.96351789  0.13547622  0.        ]
 [ 0.51801462  0.00382822  0.85536319  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   80]
 [   0    1    0  710]
 [   0    0    1 4717]
 [   0    0    0    1]]"
0266.jpg,"[[ 0.56118015  0.62325369  0.54463904  0.        ]
 [-0.25407943  0.75596685 -0.60328912  0.        ]
 [-0.78773123  0.2001723   0.58258953  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -951]
 [   0    1    0 -337]
 [   0    0    1 3813]
 [   0    0    0    1]]"
0267.jpg,"[[ 0.86128123 -0.0905243   0.5         0.        ]
 [-0.14115672  0.90264728  0.4065743   0.        ]
 [-0.4881285  -0.42075317  0.76465505  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -883]
 [   0    1    0  112]
 [   0    0    1 2279]
 [   0    0    0    1]]"
0268.jpg,"[[ 0.29389263 -0.4045085  -0.8660254   0.        ]
 [ 0.70833287  0.70051847 -0.08682409  0.        ]
 [ 0.64178787 -0.5879173   0.49240388  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -48]
 [   0    1    0 -500]
 [   0    0    1 3012]
 [   0    0    0    1]]"
0269.jpg,"[[ 0.53933865  0.83050868 -0.1391731   0.        ]
 [-0.49691979  0.18046094 -0.84882541  0.        ]
 [-0.67984156  0.52696221  0.51002576  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  440]
 [   0    1    0  513]
 [   0    0    1 2902]
 [   0    0    0    1]]"
0270.jpg,"[[ 0.30090751  0.5211871   0.79863551  0.        ]
 [-0.79289613  0.60204029 -0.09414461  0.        ]
 [-0.52987771 -0.60490619  0.59440568  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1249]
 [    0     1     0   274]
 [    0     0     1  4372]
 [    0     0     0     1]]"
0271.jpg,"[[ 0.85507928  0.51378347  0.06975647  0.        ]
 [-0.40646693  0.58070442  0.7053843   0.        ]
 [ 0.3219069  -0.63151321  0.7053843   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -226]
 [   0    1    0 -419]
 [   0    0    1 2544]
 [   0    0    0    1]]"
0272.jpg,"[[ 0.48104168  0.31239212 -0.81915204  0.        ]
 [-0.87252358  0.2616617  -0.41259636  0.        ]
 [ 0.08544887  0.91320552  0.39843967  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  721]
 [   0    1    0  -74]
 [   0    0    1 2935]
 [   0    0    0    1]]"
0273.jpg,"[[ 0.78213704  0.09603435 -0.61566148  0.        ]
 [-0.3047364   0.92078186 -0.24350871  0.        ]
 [ 0.54350472  0.37807165  0.74944276  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -181]
 [   0    1    0 -460]
 [   0    0    1 2529]
 [   0    0    0    1]]"
0274.jpg,"[[ 0.50985362  0.41287132  0.75470958  0.        ]
 [-0.841412    0.05669297  0.53741209  0.        ]
 [ 0.17909532 -0.9090232   0.3763      0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -313]
 [   0    1    0 -398]
 [   0    0    1 3157]
 [   0    0    0    1]]"
0275.jpg,"[[ 0.78828194  0.57272035  0.22495105  0.        ]
 [-0.19825913  0.58249884 -0.78828194  0.        ]
 [-0.58249884  0.57678982  0.57272035  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  365]
 [   0    1    0  542]
 [   0    0    1 3891]
 [   0    0    0    1]]"
0276.jpg,"[[ 0.54359682  0.6957722  -0.46947156  0.        ]
 [-0.58155453  0.71552768  0.38705875  0.        ]
 [ 0.60522461  0.06261941  0.79358804  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   38]
 [   0    1    0 -457]
 [   0    0    1 2488]
 [   0    0    0    1]]"
0277.jpg,"[[ 0.72631002  0.41933528 -0.54463904  0.        ]
 [-0.11545892  0.85552462  0.50472455  0.        ]
 [ 0.67760091 -0.30370306  0.6697921   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  560]
 [   0    1    0 -167]
 [   0    0    1 2289]
 [   0    0    0    1]]"
0278.jpg,"[[ 0.93912019 -0.34181179  0.0348995   0.        ]
 [ 0.28970605  0.73313915 -0.61528643  0.        ]
 [ 0.18472597  0.5879385   0.78753072  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  479]
 [   0    1    0  547]
 [   0    0    1 3621]
 [   0    0    0    1]]"
0279.jpg,"[[ 0.5747695   0.22063334  0.78801075  0.        ]
 [-0.74740625  0.53364229  0.39573957  0.        ]
 [-0.33320252 -0.81642319  0.47162405  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -866]
 [   0    1    0  575]
 [   0    0    1 2314]
 [   0    0    0    1]]"
0280.jpg,"[[ 0.55783074 -0.03900733  0.82903757  0.        ]
 [ 0.04085147  0.99897462  0.01951555  0.        ]
 [-0.82894875  0.02298103  0.55885226  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -811]
 [   0    1    0  781]
 [   0    0    1 3806]
 [   0    0    0    1]]"
0281.jpg,"[[ 0.8637742  -0.29742131  0.40673664  0.        ]
 [-0.11120508  0.674783    0.72958984  0.        ]
 [-0.49145454 -0.67543206  0.54978538  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  145]
 [   0    1    0 -274]
 [   0    0    1 2019]
 [   0    0    0    1]]"
0282.jpg,"[[ 0.77667255 -0.62893703  0.0348995   0.        ]
 [ 0.58182022  0.69505149 -0.42236081  0.        ]
 [ 0.24138141  0.34834128  0.90575569  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  914]
 [   0    1    0  412]
 [   0    0    1 3956]
 [   0    0    0    1]]"
0283.jpg,"[[ 0.74328965 -0.62369407 -0.2419219   0.        ]
 [ 0.65455162  0.6033722   0.45552625  0.        ]
 [-0.13814007 -0.49693831  0.85672028  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -275]
 [   0    1    0 -437]
 [   0    0    1 3384]
 [   0    0    0    1]]"
0284.jpg,"[[ 0.7649406  -0.26339017  0.58778525  0.        ]
 [ 0.47383142  0.84825445 -0.23653368  0.        ]
 [-0.43629081  0.45944533  0.7736668   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  670]
 [   0    1    0  447]
 [   0    0    1 2614]
 [   0    0    0    1]]"
0285.jpg,"[[ 0.76592777  0.64268971  0.01745241  0.        ]
 [-0.63278241  0.75836808 -0.15641064  0.        ]
 [-0.11375886  0.10875568  0.98753791  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -158]
 [   0    1    0  601]
 [   0    0    1 4251]
 [   0    0    0    1]]"
0286.jpg,"[[ 0.93611681  0.08189961  0.34202014  0.        ]
 [-0.0631761   0.99584739 -0.06554964  0.        ]
 [-0.34596836  0.03975462  0.93740358  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  362]
 [   0    1    0  505]
 [   0    0    1 3587]
 [   0    0    0    1]]"
0287.jpg,"[[ 0.42321234 -0.67728132 -0.60181502  0.        ]
 [ 0.7815362  -0.0631415   0.62065636  0.        ]
 [-0.45835846 -0.73300966  0.50259761  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  204]
 [   0    1    0 -437]
 [   0    0    1 2437]
 [   0    0    0    1]]"
0288.jpg,"[[ 0.73624898  0.35909262 -0.57357644  0.        ]
 [-0.66511007  0.54025825 -0.51550908  0.        ]
 [ 0.12476389  0.7610345   0.6366007   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -690]
 [   0    1    0  149]
 [   0    0    1 4561]
 [   0    0    0    1]]"
0289.jpg,"[[ 0.5218686   0.09201951 -0.8480481   0.        ]
 [-0.49832744  0.8397698  -0.21553758  0.        ]
 [ 0.69233151  0.53508794  0.48410534  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  315]
 [   0    1    0   49]
 [   0    0    1 2981]
 [   0    0    0    1]]"
0290.jpg,"[[ 0.6697921   0.50472455  0.54463904  0.        ]
 [-0.72670283  0.59627298  0.34111805  0.        ]
 [-0.15258289 -0.62426891  0.76616369  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1026]
 [    0     1     0  -172]
 [    0     0     1  4962]
 [    0     0     0     1]]"
0291.jpg,"[[ 0.72713966  0.35464971  0.58778525  0.        ]
 [-0.66803637  0.56274031  0.48687858  0.        ]
 [-0.15809911 -0.74669065  0.6461097   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  868]
 [   0    1    0 -202]
 [   0    0    1 3312]
 [   0    0    0    1]]"
0292.jpg,"[[ 0.33531327  0.42918142 -0.83867057  0.        ]
 [-0.58988581  0.78975245  0.16830272  0.        ]
 [ 0.73457453  0.43828573  0.5179825   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  227]
 [   0    1    0  552]
 [   0    0    1 4492]
 [   0    0    0    1]]"
0293.jpg,"[[ 0.60766499  0.30962078 -0.7313537   0.        ]
 [-0.56024962  0.81981414 -0.11842777  0.        ]
 [ 0.56290641  0.48170505  0.67163727  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -17]
 [   0    1    0  733]
 [   0    0    1 4874]
 [   0    0    0    1]]"
0294.jpg,"[[ 0.4428698   0.5668475  -0.69465837  0.        ]
 [-0.60584164  0.7603348   0.23419413  0.        ]
 [ 0.66092529  0.31713546  0.68014914  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -836]
 [   0    1    0  287]
 [   0    0    1 2180]
 [   0    0    0    1]]"
0295.jpg,"[[ 0.53213918  0.44651779  0.7193398   0.        ]
 [-0.75700423  0.63142915  0.16805307  0.        ]
 [-0.37917343 -0.63397089  0.67402405  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  855]
 [   0    1    0  201]
 [   0    0    1 2603]
 [   0    0    0    1]]"
0296.jpg,"[[ 0.70215035  0.42189449  0.57357644  0.        ]
 [-0.46082512  0.88335079 -0.0856247   0.        ]
 [-0.54279379 -0.20419702  0.81466464  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   74]
 [   0    1    0  119]
 [   0    0    1 4168]
 [   0    0    0    1]]"
0297.jpg,"[[ 0.57814108  0.50257037  0.64278761  0.        ]
 [ 0.06374505  0.75756264 -0.64964253  0.        ]
 [-0.81344297  0.41655956  0.40594171  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1178]
 [    0     1     0   205]
 [    0     0     1  4735]
 [    0     0     0     1]]"
0298.jpg,"[[ 0.49892727 -0.66209884  0.5591929   0.        ]
 [ 0.38195387  0.74718582  0.54389758  0.        ]
 [-0.77793497 -0.05777944  0.6256826   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -39]
 [   0    1    0  246]
 [   0    0    1 4883]
 [   0    0    0    1]]"
0299.jpg,"[[ 0.61659455  0.59543844 -0.51503807  0.        ]
 [-0.78683549  0.44407879 -0.42858365  0.        ]
 [-0.0264777   0.66951258  0.74232866  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  310]
 [   0    1    0  503]
 [   0    0    1 2968]
 [   0    0    0    1]]"
0300.jpg,"[[ 0.44723572 -0.40269285  0.79863551  0.        ]
 [-0.1023707   0.86399822  0.49297801  0.        ]
 [-0.88853838 -0.30223425  0.34518692  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1223]
 [    0     1     0   784]
 [    0     0     1  2037]
 [    0     0     0     1]]"
0301.jpg,"[[ 0.60828734  0.24576404 -0.75470958  0.        ]
 [-0.24740438  0.96219152  0.11392345  0.        ]
 [ 0.75417345  0.11742026  0.64609202  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -557]
 [   0    1    0  484]
 [   0    0    1 2732]
 [   0    0    0    1]]"
0302.jpg,"[[ 0.43010886  0.51258378  0.74314483  0.        ]
 [-0.81854953  0.56861835  0.08154651  0.        ]
 [-0.38076637 -0.64337473  0.66414301  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  808]
 [   0    1    0  416]
 [   0    0    1 2688]
 [   0    0    0    1]]"
0303.jpg,"[[ 0.41556131 -0.37417309  0.82903757  0.        ]
 [ 0.83325632  0.52205338 -0.1820554   0.        ]
 [-0.36468163  0.76645598  0.52872728  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -207]
 [   0    1    0  112]
 [   0    0    1 2376]
 [   0    0    0    1]]"
